,0
16738,SAMN08732563
16739,SAMN08732562
16740,SAMN08732561
16741,SAMN08732560
16742,SAMN08732558
16743,SAMN08732557
16744,SAMN08732556
16745,SAMN08732555
16746,SAMN08732554
16747,SAMN08732553
16748,SAMN08732552
16749,SAMN08732550
16750,SAMN08732549
16751,SAMN08732548
16752,SAMN08732547
16753,SAMN08732546
16754,SAMN08732545
16755,SAMN08732544
16756,SAMN08732543
16757,SAMN08732542
16758,SAMN08732541
16759,SAMN08732540
16760,SAMN08732539
16761,SAMN08732538
16762,SAMN08732537
16763,SAMN08732536
16764,SAMN08732535
16765,SAMN08732534
16766,SAMN08732532
16767,SAMN08732531
16768,SAMN08732530
16769,SAMN08732529
16770,SAMN08732528
16771,SAMN08732526
16772,SAMN08732525
16773,SAMN08732524
16774,SAMN08732523
16775,SAMN08732522
16776,SAMN08732521
16777,SAMN08732520
16778,SAMN08732519
16779,SAMN08732516
16780,SAMN08732515
16781,SAMN08732514
16782,SAMN08732513
16783,SAMN08732511
16784,SAMN08732510
16785,SAMN08732509
16786,SAMN08732508
16787,SAMN08732507
16788,SAMN08732506
16789,SAMN08732505
16790,SAMN08732503
16791,SAMN08732502
16792,SAMN08732501
16793,SAMN08732500
16794,SAMN08732499
16795,SAMN08732497
16796,SAMN08732495
16797,SAMN08732494
16798,SAMN08732493
16799,SAMN08732491
16800,SAMN08732484
16801,SAMN08732481
16802,SAMN08732480
16803,SAMN08732479
16804,SAMN08732478
16805,SAMN08732470
16806,SAMN08732469
16807,SAMN08732468
16808,SAMN08732467
16809,SAMN08732466
16810,SAMN08732465
16811,SAMN08732464
16812,SAMN08732462
16813,SAMN08732461
16814,SAMN08732459
16815,SAMN08732458
16816,SAMN08732457
16817,SAMN08732456
16818,SAMN08732455
16819,SAMN08732454
16820,SAMN08732453
16821,SAMN08732452
16822,SAMN08732451
16823,SAMN08732450
16824,SAMN08732449
16825,SAMN08732448
16826,SAMN08732447
16827,SAMN08732446
16828,SAMN08732445
16829,SAMN08732444
16830,SAMN08732443
16831,SAMN08732442
16832,SAMN08732441
16833,SAMN08732440
16834,SAMN08732439
16835,SAMN08732437
16836,SAMN08732436
16837,SAMN08732435
16838,SAMN08732434
16839,SAMN08732432
16840,SAMN08732431
16841,SAMN08732430
16842,SAMN08732429
16843,SAMN08732428
16844,SAMN08732427
16845,SAMN08732426
16846,SAMN08732425
16847,SAMN08732424
16848,SAMN08732423
16849,SAMN08732422
16850,SAMN08732421
16851,SAMN08732420
16852,SAMN08732419
16853,SAMN08732418
16854,SAMN08732417
16855,SAMN08732416
16856,SAMN08732415
16857,SAMN08732414
16858,SAMN08732413
16859,SAMN08732412
16860,SAMN08732411
16861,SAMN08732410
16862,SAMN08732409
16863,SAMN08732408
16864,SAMN08732407
16865,SAMN08732406
16866,SAMN08732405
16867,SAMN08732404
16868,SAMN08732403
16869,SAMN08732402
16870,SAMN08732399
16871,SAMN08732398
16872,SAMN08732397
16873,SAMN08732395
16874,SAMN08732394
16875,SAMN08732393
16876,SAMN08732392
16877,SAMN08732391
16878,SAMN08732390
16879,SAMN08732389
16880,SAMN08732388
16881,SAMN08732387
16882,SAMN08732386
16883,SAMN08732384
16884,SAMN08732382
16885,SAMN08732381
16886,SAMN08732380
16887,SAMN08732379
16888,SAMN08732378
16889,SAMN08732377
16890,SAMN08732375
16891,SAMN08732374
16892,SAMN08732373
16893,SAMN08732372
16894,SAMN08732370
16895,SAMN08732369
16896,SAMN08732368
16897,SAMN08732367
16898,SAMN08732365
16899,SAMN08732363
16900,SAMN08732362
16901,SAMN08732360
16902,SAMN08732359
16903,SAMN08732358
16904,SAMN08732357
16905,SAMN08732356
16906,SAMN08732354
16907,SAMN08732353
16908,SAMN08732352
16909,SAMN08732351
16910,SAMN08732350
16911,SAMN08732348
16912,SAMN08732347
16913,SAMN08732346
16914,SAMN08732345
16915,SAMN08732344
16916,SAMN08732343
16917,SAMN08732342
16918,SAMN08732341
16919,SAMN08732340
16920,SAMN08732339
16921,SAMN08732337
16922,SAMN08732336
16923,SAMN08732335
16924,SAMN08732334
16925,SAMN08732333
16926,SAMN08732332
16927,SAMN08732331
16928,SAMN08732330
16929,SAMN08732329
16930,SAMN08732328
16931,SAMN08732327
16932,SAMN08732326
16933,SAMN08732325
16934,SAMN08732324
16935,SAMN08732320
16936,SAMN08732318
16937,SAMN08732317
16938,SAMN08732314
16939,SAMN08732313
16940,SAMN08732312
16941,SAMN08732311
16942,SAMN08732310
16943,SAMN08732309
16944,SAMN08732308
16945,SAMN08732306
16946,SAMN08732305
16947,SAMN08732304
16948,SAMN08732303
16949,SAMN08732301
16950,SAMN08732300
16951,SAMN08732299
16952,SAMN08732298
16953,SAMN08732297
16954,SAMN08732296
16955,SAMN08732295
16956,SAMN08732294
16957,SAMN08732293
16958,SAMN08732292
16959,SAMN08732291
16960,SAMN08732290
16961,SAMN08732289
16962,SAMN08732288
16963,SAMN08732287
16964,SAMN08732286
16965,SAMN08732285
16966,SAMN08732284
16967,SAMN08732282
16968,SAMN08732281
16969,SAMN08732280
16970,SAMN08732279
16971,SAMN08732278
16972,SAMN08732277
16973,SAMN08732275
16974,SAMN08732274
16975,SAMN08732273
16976,SAMN08732272
16977,SAMN08732271
16978,SAMN08732270
16979,SAMN08732269
16980,SAMN08732268
16981,SAMN08732267
16982,SAMN08732265
16983,SAMN08732263
16984,SAMN08732262
16985,SAMN08732261
16986,SAMN08732260
16987,SAMN08732259
16988,SAMN08732258
16989,SAMN08732257
16990,SAMN08732256
16991,SAMN08732255
16992,SAMN08732253
16993,SAMN08732252
16994,SAMN08732251
16995,SAMN08732250
16996,SAMN08732249
16997,SAMN08732248
16998,SAMN08732247
16999,SAMN08732246
17000,SAMN08732245
17001,SAMN08732244
17002,SAMN08732243
17003,SAMN08732242
17004,SAMN08732241
17005,SAMN08732240
17006,SAMN08732239
17007,SAMN08732238
17008,SAMN08732237
17009,SAMN08732236
17010,SAMN08732235
17011,SAMN08732234
17012,SAMN08732231
17013,SAMN08732230
17014,SAMN08732228
17015,SAMN08732227
17016,SAMN08732226
17017,SAMN08732225
17018,SAMN08732224
17019,SAMN08732223
17020,SAMN08732222
17021,SAMN08732221
17022,SAMN08732220
17023,SAMN08732218
17024,SAMN08732217
17025,SAMN08732215
17026,SAMN08732212
17027,SAMN08732210
17028,SAMN08732209
17029,SAMN08732208
17030,SAMN08732207
17031,SAMN08732206
17032,SAMN08732205
17033,SAMN08732204
17034,SAMN08732203
17035,SAMN08732202
17036,SAMN08732201
17037,SAMN08732200
17038,SAMN08732199
17039,SAMN08732197
17040,SAMN08732196
17041,SAMN08732195
17042,SAMN08732194
17043,SAMN08732193
17044,SAMN08732192
17045,SAMN08732191
17046,SAMN08732190
17047,SAMN08732189
17048,SAMN08732188
17049,SAMN08732187
17050,SAMN08732185
17051,SAMN08732184
17052,SAMN08732183
17053,SAMN08732182
17054,SAMN08732181
17055,SAMN08732180
17056,SAMN08732178
17057,SAMN08732177
17058,SAMN08732176
17059,SAMN08732174
17060,SAMN08732173
17061,SAMN08732170
17062,SAMN08732169
17063,SAMN08732164
17064,SAMN08732163
17065,SAMN08732162
17066,SAMN08732160
17067,SAMN08732159
17068,SAMN08732158
17069,SAMN08732157
17070,SAMN08732156
17071,SAMN08732155
17072,SAMN08732154
17073,SAMN08732153
17074,SAMN08732152
17075,SAMN08732151
17076,SAMN08732150
17077,SAMN08732149
17078,SAMN08732148
17079,SAMN08732147
17080,SAMN08732145
17081,SAMN08732144
17082,SAMN08732143
17083,SAMN08629591
17084,SAMN08629590
17085,SAMN08629589
17086,SAMN08629588
17087,SAMN08629586
17088,SAMN08629585
17089,SAMN08629584
17090,SAMN08629581
17091,SAMN08629580
17092,SAMN08629578
17093,SAMN08629577
17094,SAMN08629576
17095,SAMN08629575
17096,SAMN08629574
17097,SAMN08629573
17098,SAMN08629571
17099,SAMN08629570
17100,SAMN08629569
17101,SAMN08629568
17102,SAMN08629567
17103,SAMN08629566
17104,SAMN08629564
17105,SAMN08629563
17106,SAMN08629562
17107,SAMN08629561
17108,SAMN08629560
17109,SAMN08629557
17110,SAMN08629556
17111,SAMN08629555
17112,SAMN08629554
17113,SAMN08629553
17114,SAMN08629552
17115,SAMN08629551
17116,SAMN08629549
17117,SAMN08629548
17118,SAMN08629547
17119,SAMN08629546
17120,SAMN08629545
17121,SAMN08629544
17122,SAMN08629543
17123,SAMN08629541
17124,SAMN08629540
17125,SAMN08629539
17126,SAMN08629537
17127,SAMN08629536
17128,SAMN08629535
17129,SAMN08629534
17130,SAMN08629533
17131,SAMN08629532
17132,SAMN08629531
17133,SAMN08629530
17134,SAMN08629528
17135,SAMN08629525
17136,SAMN08629524
17137,SAMN08629523
17138,SAMN08629522
17139,SAMN08629521
17140,SAMN08629520
17141,SAMN08629519
17142,SAMN08629518
17143,SAMN08629517
17144,SAMN08629516
17145,SAMN08629515
17146,SAMN08629514
17147,SAMN08629513
17148,SAMN08629512
17149,SAMN08629506
17150,SAMN08629504
17151,SAMN08629503
17152,SAMN08629502
17153,SAMN08629501
17154,SAMN08629500
17155,SAMN08629499
17156,SAMN08629498
17157,SAMN08629497
17158,SAMN08629496
17159,SAMN08629495
17160,SAMN08629492
17161,SAMN08629491
17162,SAMN08629489
17163,SAMN08629488
17164,SAMN08629487
17165,SAMN08629485
17166,SAMN08629483
17167,SAMN08629482
17168,SAMN08629481
17169,SAMN08629480
17170,SAMN08629479
17171,SAMN08629478
17172,SAMN08629477
17173,SAMN08629476
17174,SAMN08629475
17175,SAMN08629474
17176,SAMN08629471
17177,SAMN08629470
17178,SAMN08629467
17179,SAMN08629465
17180,SAMN08629464
17181,SAMN08629463
17182,SAMN08629462
17183,SAMN08629456
17184,SAMN08629454
17185,SAMN08629452
17186,SAMN08629450
17187,SAMN08629449
17188,SAMN08629448
17189,SAMN08629446
17190,SAMN08629443
17191,SAMN08629439
17192,SAMN08629432
17193,SAMN08629410
17194,SAMN08629409
17195,SAMN08629407
17196,SAMN08629406
17197,SAMN08629405
17198,SAMN08629403
17199,SAMN08629402
17200,SAMN08629401
17201,SAMN08629400
17202,SAMN08629399
17203,SAMN08629398
17204,SAMN08629397
17205,SAMN08629395
17206,SAMN08629394
17207,SAMN08629393
17208,SAMN08629392
17209,SAMN08629391
17210,SAMN08629390
17211,SAMN08629389
17212,SAMN08629387
17213,SAMN08629386
17214,SAMN08629384
17215,SAMN08629383
17216,SAMN08629382
17217,SAMN08629380
17218,SAMN08629379
17219,SAMN08629378
17220,SAMN08629377
17221,SAMN08629374
17222,SAMN08629373
17223,SAMN08629372
17224,SAMN08629371
17225,SAMN08629369
17226,SAMN08629364
17227,SAMN08629363
17228,SAMN08629361
17229,SAMN08629360
17230,SAMN08629359
17231,SAMN08629356
17232,SAMN08629355
17233,SAMN08629354
17234,SAMN08629353
17235,SAMN08629352
17236,SAMN08629350
17237,SAMN08629349
17238,SAMN08629348
17239,SAMN08629347
17240,SAMN08629345
17241,SAMN08629342
17242,SAMN08629341
17243,SAMN08629336
17244,SAMN08629332
17245,SAMN08629324
17246,SAMN08629319
17247,SAMN08629314
17248,SAMN08629312
17249,SAMN08629311
17250,SAMN08629309
17251,SAMN08629308
17252,SAMN08629306
17253,SAMN08629304
17254,SAMN08629302
17255,SAMN08629298
17256,SAMN08629297
17257,SAMN08629296
17258,SAMN08629295
17259,SAMN08629293
17260,SAMN08629291
17261,SAMN08629290
17262,SAMN08629287
17263,SAMN08629286
17264,SAMN08629285
17265,SAMN08629284
17266,SAMN08629282
17267,SAMN08629280
17268,SAMN08629279
17269,SAMN08629278
17270,SAMN08629277
17271,SAMN08629275
17272,SAMN08629274
17273,SAMN08629273
17274,SAMN08629272
17275,SAMN08629269
17276,SAMN08629267
17277,SAMN08629255
17278,SAMN08629253
17279,SAMN08629252
17280,SAMN08629251
17281,SAMN08629250
17282,SAMN08629249
17283,SAMN08629248
17284,SAMN08629247
17285,SAMN08629246
17286,SAMN08629245
17287,SAMN08629243
17288,SAMN08629241
17289,SAMN08629240
17290,SAMN08629239
17291,SAMN08629238
17292,SAMN08629237
17293,SAMN08629236
17294,SAMN08629235
17295,SAMN08629234
17296,SAMN08629233
17297,SAMN08629232
17298,SAMN08629230
17299,SAMN08629229
17300,SAMN08629228
17301,SAMN08629227
17302,SAMN08629226
17303,SAMN08629225
17304,SAMN08629224
17305,SAMN08629222
17306,SAMN08629221
17307,SAMN08629220
17308,SAMN08629219
17309,SAMN08629218
17310,SAMN08629217
17311,SAMN08629216
17312,SAMN08629215
17313,SAMN08629213
17314,SAMN08629212
17315,SAMN08629211
17316,SAMN08629210
17317,SAMN08629209
17318,SAMN08629207
17319,SAMN08629205
17320,SAMN08629204
17321,SAMN08629203
17322,SAMN08629202
17323,SAMN08629201
17324,SAMN08629200
17325,SAMN08629199
17326,SAMN08629198
17327,SAMN08629196
17328,SAMN08629195
17329,SAMN08629192
17330,SAMN08629191
17331,SAMN08629190
17332,SAMN08629188
17333,SAMN08629187
17334,SAMN08629186
17335,SAMN08629185
17336,SAMN08629184
17337,SAMN08629183
17338,SAMN08629182
17339,SAMN08629181
17340,SAMN08629180
17341,SAMN08629179
17342,SAMN08629178
17343,SAMN08629177
17344,SAMN08629176
17345,SAMN08629175
17346,SAMN08629174
17347,SAMN08629173
17348,SAMN08629172
17349,SAMN08629171
17350,SAMN08629170
17351,SAMN08629169
17352,SAMN08629168
17353,SAMN08629167
17354,SAMN08629165
17355,SAMN08629164
17356,SAMN08629163
17357,SAMN08629162
17358,SAMN08629161
17359,SAMN08629160
17360,SAMN08629159
17361,SAMN08629158
17362,SAMN08629156
17363,SAMN08629155
17364,SAMN08629154
17365,SAMN08629153
17366,SAMN08629152
17367,SAMN08629151
17368,SAMN08629150
17369,SAMN08629149
17370,SAMN08629147
17371,SAMN08629145
17372,SAMN08629144
17373,SAMN08629142
17374,SAMN08629141
17375,SAMN08629140
17376,SAMN08629139
17377,SAMN08629138
17378,SAMN08629137
17379,SAMN08629135
17380,SAMN08629134
17381,SAMN08629133
17382,SAMN08629132
17383,SAMN08629131
17384,SAMN08629130
17385,SAMN08629129
17386,SAMN08629127
17387,SAMN08629126
17388,SAMN08629125
17389,SAMN08629123
17390,SAMN08629121
17391,SAMN08629120
17392,SAMN08629119
17393,SAMN08629117
17394,SAMN08629116
17395,SAMN08629115
17396,SAMN08629114
17397,SAMN08629113
17398,SAMN08629112
17399,SAMN08629111
17400,SAMN08629110
17401,SAMN08629109
17402,SAMN08629108
17403,SAMN08629107
17404,SAMN08629104
17405,SAMN08629102
17406,SAMN08629099
17407,SAMN08629095
17408,SAMN08629094
17409,SAMN08629093
17410,SAMN08629091
17411,SAMN08629090
17412,SAMN08629088
17413,SAMN08629087
17414,SAMN08629086
17415,SAMN08629085
17416,SAMN08629084
17417,SAMN08629082
17418,SAMN08629081
17419,SAMN08629079
17420,SAMN08629077
17421,SAMN08629076
17422,SAMN08629075
17423,SAMN08629073
17424,SAMN08629072
17425,SAMN08629071
17426,SAMN08629070
17427,SAMN08629069
17428,SAMN08629068
17429,SAMN08629067
17430,SAMN08629066
17431,SAMN08629065
17432,SAMN08629064
17433,SAMN08629063
17434,SAMN08629062
17435,SAMN08629061
17436,SAMN08629060
17437,SAMN08629059
17438,SAMN08629058
17439,SAMN08629057
17440,SAMN08629056
17441,SAMN08629055
17442,SAMN08629054
17443,SAMN08629053
17444,SAMN08629052
17445,SAMN08629051
17446,SAMN08629050
17447,SAMN08629049
17448,SAMN08629048
17449,SAMN08629047
17450,SAMN08629046
17451,SAMN08629044
17452,SAMN08629043
17453,SAMN08629041
17454,SAMN08629039
17455,SAMN08629038
17456,SAMN08629036
17457,SAMN08629034
17458,SAMN08629032
17459,SAMN08629030
17460,SAMN08629029
17461,SAMN08629028
17462,SAMN08629027
17463,SAMN08629026
17464,SAMN08629024
17465,SAMN08629023
17466,SAMN08629022
17467,SAMN08629019
17468,SAMN08629018
17469,SAMN08629016
17470,SAMN08629012
17471,SAMN08629009
17472,SAMN08629008
17473,SAMN08629005
17474,SAMN08629004
17475,SAMN08629003
17476,SAMN08629001
17477,SAMN08629000
17478,SAMN08628999
17479,SAMN08628997
17480,SAMN08628996
17481,SAMN08628994
17482,SAMN08628992
17483,SAMN08436310
17484,SAMN08436309
17485,SAMN08436308
17486,SAMN08436307
17487,SAMN08436306
17488,SAMN08436305
17489,SAMN08436304
17490,SAMN08436303
17491,SAMN08436302
17492,SAMN08436301
17493,SAMN08436300
17494,SAMN08436299
17495,SAMN08436298
17496,SAMN08436297
17497,SAMN08436294
17498,SAMN08436293
17499,SAMN08436292
17500,SAMN08436291
17501,SAMN08436290
17502,SAMN08436289
17503,SAMN08436288
17504,SAMN08436287
17505,SAMN08436286
17506,SAMN08436285
17507,SAMN08436284
17508,SAMN08436283
17509,SAMN08436282
17510,SAMN08436281
17511,SAMN08436279
17512,SAMN08436278
17513,SAMN08436277
17514,SAMN08436276
17515,SAMN08436275
17516,SAMN08436274
17517,SAMN08436273
17518,SAMN08436272
17519,SAMN08436271
17520,SAMN08436270
17521,SAMN08436269
17522,SAMN08436267
17523,SAMN08436265
17524,SAMN08436263
17525,SAMN08436262
17526,SAMN08436261
17527,SAMN08436260
17528,SAMN08436258
17529,SAMN08436257
17530,SAMN08436256
17531,SAMN08436255
17532,SAMN08436254
17533,SAMN08436253
17534,SAMN08436251
17535,SAMN08436250
17536,SAMN08436248
17537,SAMN08436246
17538,SAMN08436245
17539,SAMN08436244
17540,SAMN08436242
17541,SAMN08436240
17542,SAMN08436239
17543,SAMN08436237
17544,SAMN08436236
17545,SAMN08436235
17546,SAMN08436234
17547,SAMN08436233
17548,SAMN08436232
17549,SAMN08436231
17550,SAMN08436230
17551,SAMN08436229
17552,SAMN08436226
17553,SAMN08436225
17554,SAMN08436224
17555,SAMN08436221
17556,SAMN08436220
17557,SAMN08436219
17558,SAMN08436218
17559,SAMN08436217
17560,SAMN08436216
17561,SAMN08436215
17562,SAMN08436214
17563,SAMN08436213
17564,SAMN08436211
17565,SAMN08436210
17566,SAMN08436209
17567,SAMN08436208
17568,SAMN08436204
17569,SAMN08436203
17570,SAMN08436202
17571,SAMN08436200
17572,SAMN08436199
17573,SAMN08436198
17574,SAMN08436197
17575,SAMN08436193
17576,SAMN08436192
17577,SAMN08436191
17578,SAMN08436190
17579,SAMN08436188
17580,SAMN08436187
17581,SAMN08436186
17582,SAMN08436184
17583,SAMN08436182
17584,SAMN08436181
17585,SAMN08436175
17586,SAMN08436170
17587,SAMN08436169
17588,SAMN08436166
17589,SAMN08436165
17590,SAMN08436164
17591,SAMN08436163
17592,SAMN08436162
17593,SAMN08436161
17594,SAMN08436160
17595,SAMN08436158
17596,SAMN08436157
17597,SAMN08436156
17598,SAMN08436154
17599,SAMN08436153
17600,SAMN08436152
17601,SAMN08436151
17602,SAMN08436149
17603,SAMN08436148
17604,SAMN08436147
17605,SAMN08436146
17606,SAMN08436145
17607,SAMN08436144
17608,SAMN08436142
17609,SAMN08436141
17610,SAMN08436140
17611,SAMN08436139
17612,SAMN08436138
17613,SAMN08436137
17614,SAMN08436136
17615,SAMN08436132
17616,SAMN08436130
17617,SAMN08436129
17618,SAMN08436128
17619,SAMN08436127
17620,SAMN08436126
17621,SAMN08436125
17622,SAMN08436124
17623,SAMN08436122
17624,SAMN08436121
17625,SAMN08436120
17626,SAMN08436118
17627,SAMN08436116
17628,SAMN08436114
17629,SAMN08436113
17630,SAMN08436111
17631,SAMN08436110
17632,SAMN08436108
17633,SAMN08436107
17634,SAMN08436104
17635,SAMN08436103
17636,SAMN08436093
17637,SAMN08436092
17638,SAMN08436091
17639,SAMN08436090
17640,SAMN08436088
17641,SAMN08436086
17642,SAMN08436083
17643,SAMN08436082
17644,SAMN08436081
17645,SAMN08436080
17646,SAMN08436079
17647,SAMN08436078
17648,SAMN08436077
17649,SAMN08436076
17650,SAMN08436075
17651,SAMN08436074
17652,SAMN08436073
17653,SAMN08436070
17654,SAMN08436067
17655,SAMN08436066
17656,SAMN08436064
17657,SAMN08436063
17658,SAMN08436062
17659,SAMN08436061
17660,SAMN08436060
17661,SAMN08436058
17662,SAMN08436057
17663,SAMN08436056
17664,SAMN08436055
17665,SAMN08436053
17666,SAMN08436051
17667,SAMN08436050
17668,SAMN08436049
17669,SAMN08436048
17670,SAMN08436047
17671,SAMN08436045
17672,SAMN08436044
17673,SAMN08436043
17674,SAMN08436042
17675,SAMN08436041
17676,SAMN08436040
17677,SAMN08436039
17678,SAMN08436038
17679,SAMN08436036
17680,SAMN08436035
17681,SAMN08436033
17682,SAMN08436029
17683,SAMN08436028
17684,SAMN08436027
17685,SAMN08436023
17686,SAMN08436022
17687,SAMN08436021
17688,SAMN08436020
17689,SAMN08436019
17690,SAMN08436018
17691,SAMN08436017
17692,SAMN08436016
17693,SAMN08436015
17694,SAMN08436013
17695,SAMN08436011
17696,SAMN08436009
17697,SAMN08436007
17698,SAMN08436006
17699,SAMN08436005
17700,SAMN08436004
17701,SAMN08436003
17702,SAMN08436002
17703,SAMN08436001
17704,SAMN08436000
17705,SAMN08435999
17706,SAMN08435997
17707,SAMN08435996
17708,SAMN08435995
17709,SAMN08435993
17710,SAMN08435992
17711,SAMN08435991
17712,SAMN08435990
17713,SAMN08435989
17714,SAMN08435988
17715,SAMN08435986
17716,SAMN08435985
17717,SAMN08435984
17718,SAMN08435983
17719,SAMN08295260
17720,SAMN08295259
17721,SAMN08295258
17722,SAMN08295254
17723,SAMN08295253
17724,SAMN08295251
17725,SAMEA95477668
17726,SAMEA3558202
17727,SAMEA104304861
17728,SRR7439415
17729,SRR7131198
17730,SRR7131018
17731,SRR7131226
17732,SRR7131229
17733,SRR7131230
17734,SRR7131235
17735,SRR7131234
17736,SRR7131004
17737,SRR7131003
17738,SRR7131298
17739,SRR7131296
17740,SRR7131294
17741,SRR7131293
17742,SRR7131292
17743,SRR7131029
17744,SRR7131030
17745,SRR7131032
17746,SRR7131033
17747,SRR7131057
17748,SRR7131059
17749,SRR7131228
17750,SRR7131073
17751,SRR7131072
17752,SRR7131069
17753,SRR7131263
17754,SRR7131260
17755,SRR7131080
17756,SRR7131109
17757,SRR7131106
17758,SRR7131075
17759,SRR7131122
17760,SRR7131134
17761,SRR7131133
17762,SRR7131140
17763,SRR7131139
17764,SRR7131170
17765,SRR7131173
17766,SRR7131221
17767,SRR7131213
17768,SRR7131212
17769,SRR7131215
17770,SRR7131214
17771,SRR7131217
17772,SRR7131219
17773,SRR7131259
17774,SRR7131251
17775,SRR7131250
17776,SRR7131255
17777,SRR7131256
17778,SRR7131253
17779,SRR7131254
17780,SRR7131183
17781,SRR7131184
17782,SRR7131176
17783,SRR7131174
17784,SRR7131180
17785,SRR7131181
17786,SRR7131144
17787,SRR7131146
17788,SRR7131145
17789,SRR7131147
17790,SRR7131034
17791,SRR7131035
17792,SRR7131020
17793,SRR7131023
17794,SRR7131026
17795,SRR7131290
17796,SRR7131289
17797,SRR7131288
17798,SRR7131287
17799,SRR7131286
17800,SRR7131285
17801,SRR7131284
17802,SRR7131103
17803,SRR7131104
17804,SRR7131101
17805,SRR7131102
17806,SRR7131098
17807,SRR7131095
17808,SRR7131096
17809,SRR7131060
17810,SRR7131063
17811,SRR7131062
17812,SRR7131168
17813,SRR7131162
17814,SRR7131163
17815,SRR7131164
17816,SRR7131165
17817,SRR7131160
17818,SRR7131138
17819,SRR7131128
17820,SRR7131125
17821,SRR7131132
17822,SRR7131131
17823,SRR7131130
17824,SRR7131129
17825,SRR7131240
17826,SRR7131243
17827,SRR7131244
17828,SRR7131241
17829,SRR7131247
17830,SRR7131245
17831,SRR7131246
17832,SRR7131203
17833,SRR7131202
17834,SRR7131205
17835,SRR7131204
17836,SRR7131207
17837,SRR7131206
17838,SRR7131208
17839,SRR7131210
17840,SRR7131093
17841,SRR7131078
17842,SRR7131077
17843,SRR7131091
17844,SRR7131124
17845,SRR7131276
17846,SRR7131237
17847,SRR7131094
17848,SRR7131194
17849,SRR7131006
17850,SRR7131007
17851,SRR7131120
17852,SRR7131114
17853,SRR7131112
17854,SRR7131113
17855,SRR7131150
17856,SRR7131224
17857,SRR7131153
17858,SRR7131277
17859,SRR7131185
17860,SRR7131053
17861,SRR7131055
17862,SRR7131049
17863,SRR7131050
17864,SRR7131052
17865,SRR7131092
17866,SRR7131089
17867,SRR7131084
17868,SRR7131082
17869,SRR7131088
17870,SRR7131087
17871,SRR7131086
17872,SRR7131261
17873,SRR7131262
17874,SRR7131267
17875,SRR7131268
17876,SRR7131271
17877,SRR7131272
17878,SRR7131009
17879,SRR7131010
17880,SRR7131013
17881,SRR7131014
17882,SRR7131017
17883,SRR7131016
17884,SRR7131187
17885,SRR7131188
17886,SRR7131190
17887,SRR7131192
17888,SRR7131193
17889,SRR7131044
17890,SRR7131037
17891,SRR7131041
17892,SRR6981926
17893,SRR6982163
17894,SRR6982538
17895,SRR6982350
17896,SRR6982338
17897,SRR6981970
17898,SRR6982158
17899,SRR6982242
17900,SRR6982248
17901,SRR6982249
17902,SRR6982440
17903,SRR6982435
17904,SRR6982438
17905,SRR6981902
17906,SRR6981986
17907,SRR6982373
17908,SRR6982062
17909,SRR6982481
17910,SRR6982506
17911,SRR6982166
17912,SRR6982147
17913,SRR6982352
17914,SRR6982354
17915,SRR6982357
17916,SRR6982550
17917,SRR6982542
17918,SRR6982103
17919,SRR6982310
17920,SRR6982308
17921,SRR6982173
17922,SRR6981997
17923,SRR6981998
17924,SRR6982467
17925,SRR6982469
17926,SRR6982281
17927,SRR6982094
17928,SRR6982315
17929,SRR6982392
17930,SRR6982013
17931,SRR6982408
17932,SRR6982407
17933,SRR6982301
17934,SRR6982302
17935,SRR6982188
17936,SRR6982490
17937,SRR6982080
17938,SRR6982331
17939,SRR6982330
17940,SRR6981927
17941,SRR6982252
17942,SRR6982447
17943,SRR6982034
17944,SRR6982316
17945,SRR6981955
17946,SRR6981953
17947,SRR6982126
17948,SRR6982130
17949,SRR6982262
17950,SRR6982264
17951,SRR6982267
17952,SRR6982530
17953,SRR6982535
17954,SRR6982183
17955,SRR6964631
17956,SRR6964655
17957,SRR6964647
17958,SRR6964520
17959,SRR6964517
17960,SRR6964586
17961,SRR6964583
17962,SRR6964603
17963,SRR6964646
17964,SRR6964600
17965,SRR6964605
17966,SRR6964661
17967,SRR6964657
17968,SRR6964660
17969,SRR6964524
17970,SRR6964580
17971,SRR6964640
17972,SRR6936716
17973,SRR6936745
17974,SRR6936746
17975,SRR6936739
17976,SRR6936740
17977,SRR6936737
17978,SRR6936738
17979,SRR6936743
17980,SRR6936744
17981,SRR6936741
17982,SRR6936742
17983,SRR6936758
17984,SRR6936757
17985,SRR6936766
17986,SRR6936765
17987,SRR6936764
17988,SRR6936763
17989,SRR6936762
17990,SRR6936761
17991,SRR6936760
17992,SRR6936759
17993,SRR6936594
17994,SRR6936595
17995,SRR6936586
17996,SRR6936587
17997,SRR6936588
17998,SRR6936589
17999,SRR6936590
18000,SRR6936591
18001,SRR6936592
18002,SRR6936593
18003,SRR6936625
18004,SRR6936624
18005,SRR6936621
18006,SRR6936620
18007,SRR6936623
18008,SRR6936622
18009,SRR6936617
18010,SRR6936616
18011,SRR6936619
18012,SRR6936618
18013,SRR6936644
18014,SRR6936645
18015,SRR6936642
18016,SRR6936643
18017,SRR6936640
18018,SRR6936641
18019,SRR6936638
18020,SRR6936639
18021,SRR6936636
18022,SRR6936637
18023,SRR6936665
18024,SRR6936664
18025,SRR6936659
18026,SRR6936658
18027,SRR6936657
18028,SRR6936656
18029,SRR6936663
18030,SRR6936662
18031,SRR6936661
18032,SRR6936660
18033,SRR6936694
18034,SRR6936695
18035,SRR6936690
18036,SRR6936691
18037,SRR6936692
